,TradeKey,Result,OrderType,OrderStatus,Isin,Side,Price,Amount,TradeTime,DealersInCompetition,DealerName,ClientFirm,FirmAccount,CoverPrice,TimeToRespondMs,BookName,SettlementDate,SecurityDescription,SalesPersonName,AutoQuoted,TradeIdentifier,TradedPrice,Bid,Mid,Ask,BidAskSpread,CostAndListBasedPrice,CostBasedPrice,ListBasedPrice,SpreadProfit,KeyRatioPrice,Yield,Oas,RiskSpread,Bpv,Duration,MVal,CouponNum,IssuedAmount,KeyRatioDifference,RiskOas,Convexity,AmortType,Issuer,LCRLevel,BondType,TotalDrawPct,Vega,BondCategory,AllQMeanMid,AllQMaxMid,AllQMinMid,MarketThicknes,AllQMeanSpread,AllQMaxSpread,AllQMinSpread,Position_P2,Position_Risk,Liquidity,MeanPriceHour,MeanPriceDay,NumberTradesHour,NumberTradesDay,VolatilityWeek,VolatilityWeekNumber,VolatilityMonth,VolatilityMonthNumber,SentimentScore,inventoryRisk,bpv_risk
10,7286775557641469952,Won,LIMIT_ORDER,COMPLETED,DK0009391534,SELL,91.696,200000.0,10/06/2023 11:31:04,2,,DANSKE BANK AS,DCDUMMY,91.725,1684,LANGFLEX,10/10/2023 02:00:00,JYKRE 1 04/01/27,,False,5483f077691b22ef360ac47c113cd977,91.696,91.478,91.678,91.878,0.4,0.09,0.0001963393616789,0.9980191123010947,36.0,91.723,3.57141266294985,-0.0796338458266678,3.04355801531955,3.04356942933594,3.042104102984,183356.0,1.0,15718484639.0,-0.045,0.0,0.131036100933102,Bullet,BRFkredit,1b,SDO,,0.0,Fixed,0.0095,0.033,-0.004,5,-0.0038,0.23,-0.2,411410708.3,124410708.3,,,,,,,,,,,500700.8969019995,7000.447783377569
11,7356207492142465024,Lost,INQUIRY,TRADED_AWAY,DK0009391534,BUY,94.439,1000000.0,04/10/2024 14:02:22,3,MOGENS DAVIDSEN,DANSKE BANK AS,DCDUMMY,0.0,8967,LANGFLEX,04/12/2024 02:00:00,JYKRE 1 04/01/27,,False,4b56e07d4124bf3bcd95a21d5efbe79a,,94.287,94.487,94.687,0.4,0.24,0.0005080063924137,1.00161209922895,480.0,94.393,2.99955972753403,-0.102220159054248,2.69712751032287,2.69713575544379,2.696978861262,944870.0,1.0,21419275765.0,0.094,0.0,0.103677155952653,Bullet,BRFkredit,1b,SDO,,0.0,Fixed,-0.0061,0.0035,-0.0165,5,-0.0798,0.169,-0.319,469342026.89,219342026.89,,,,,,,,,,,3025455.862801,8017.975015182499
12,7214028161791033347,Lost,INQUIRY,TRADED_AWAY,DK0009526139,SELL,95.759,100000.0,03/24/2023 09:34:08,3,LARS SKRIVER,SAXO BANK A/S,SAX,0.0,5443,LANGFLEX,03/28/2023 02:00:00,NYKRE 1 07/01/25,,False,575acbd79a4bbe871ec040c4465b92ca,95.596,95.349,95.549,95.749,0.4,1.05,0.0021978251996357,1.000104439733052,210.0,95.115,3.27322710558653,-0.195339857907815,2.07456799281687,2.07457244807117,2.071893147872,95549.0,1.0,28154789904.0,0.434,0.0,0.0654424584240587,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.0093333333333333,0.0,-0.02,3,-0.1666666666666666,-0.1,-0.2,0.0,0.0,,,,,,,,,,,1462880.7747844993,27295.74481978536
13,7340649312415121418,Lost,INQUIRY,COVER_TRADED_AWAY,DK0002045798,BUY,97.473,50000000.0,02/28/2024 14:49:18,2,KASPER SCHONBECK,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,97.473,17560,KORTMM,03/01/2024 01:00:00,NDAFH 1 04/01/25,MADS LYBECKER,False,99f0d9f1f4c2b13b60aa1f2cf08a97c2,97.474,97.28,97.48,97.68,0.4,0.035,7.18096019696e-05,1.0019839638157895,3500.0,97.487,3.39151938026068,-0.345309325367751,1.02577698270778,1.02555617075083,1.025284488772,48740000.0,1.0,13239590019.0,-0.007,0.0,0.0206998116937029,Bullet,Nordea kredit,1b,SDRO,100.0,0.0,Fixed,0.00975,0.0135,0.0005,4,-0.187,-0.099,-0.349,247641429.85,47641429.85,,,,,,,,,,,13900865.024791503,58000.067785897576
14,7312385099007787010,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009536286,SELL,100.061,2500000.0,12/14/2023 10:48:56,1,,SPAREKASSEN SJAELLAND FYN AS,SPSJ,100.061,1952,KORTMM,12/18/2023 01:00:00,NYKRE Float 07/01/25 IO,CARSTEN MAGAARD SKOEDEBERG,False,62ddb60b8ce958ce3d19321120440a61,100.039,99.84,100.04,100.24,0.4,0.105,0.0002099160335865,0.9982142857142856,525.0,100.045,3.30744012080921,-0.122653247805231,1.49707464818292,0.0296447267150057,0.763197868584,2501000.0,3.9344,23303748759.0,-0.005,1.49708229031162,0.0034451210822794,Custom,Nykredit Realkredit A/S,1b,SDO,0.2528762941,-0.000112653001679,Floater,0.0188,0.052,-0.009,5,-0.0296,0.152,-0.2,4142248090.4,1749852101.82,,,,,,,,,,,10970396.786828998,37805.45857375285
15,7355781929602908161,Lost,INQUIRY,TRADED_AWAY,DK0009521841,BUY,99.385,600000.0,04/09/2024 10:31:16,2,,SAXO BANK AS,SAX,0.0,842,KORTMM,04/11/2024 02:00:00,NYKRE 1 07/01/24,,False,c8dfa5ad8bcabb9b5ea60db0eead973d,99.417,99.293,99.418,99.543,0.25,0.264,0.0003319318433281,1.0009265507135447,198.0,99.505,3.2403719697252,-1.06128383901787,0.218236646438896,0.218236738497523,0.217621436711,596508.0,1.0,16344576441.0,-0.087,0.0,0.002588918374613,Bullet,Nykredit Realkredit A/S,1b,SDO,100.0,0.0,Fixed,-0.0008,0.002,-0.005,5,0.0432,0.265,-0.05,13874479.41,13827673.0,,,,,,,,,,,11500598.785130499,36439.98244974826
16,7319847879562493952,Lost,INQUIRY,TRADED_AWAY,DK0009296469,SELL,97.826,954548.98,01/03/2024 13:28:45,5,KASPER SCHONBECK,RINGKJOBING LANDBOBANK AS,RING,0.0,21273,KORTMM,01/04/2024 01:00:00,RDKRE 1 01/01/25,,False,c9372fc98f1ebb55597346b81621bd6b,97.809,97.607,97.807,98.007,0.4,0.095,0.0001942601245309,0.9981531931392656,181.3643062,97.857,3.23008061108472,-0.331512076460087,0.945596447611052,0.945597324383414,0.944425329755,933615.7208686,1.0,35397972609.0,-0.05,0.0,0.018298248576798,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,0.0075,0.011,-0.0005,5,-0.1198,0.162,-0.362,119280069.15,536410812.12,,,,,,,,,,,12511972.616354499,82346.01467066066
17,7251514073709805568,Won,LIMIT_ORDER,COMPLETED,DK0009534588,SELL,100.168,3000000.0,07/03/2023 10:58:47,2,KASPER SCHONBECK,LAAN & SPAR BANK AS,LAS,100.18,11245,KORTMM,07/05/2023 02:00:00,NYKRE Float 01/01/25 IO,,False,bf81e07112b7065697350134d62cbd97,100.168,99.91,100.11,100.31,0.4,0.29,0.0005793627010288,0.9985843883959724,1740.0,100.244,3.83509383341663,-0.289716380973745,1.45651922811112,0.468333153031111,0.831636458081,3003300.0,3.9547,20615961749.0,-0.134,1.45650338230823,0.0088831139592571,Custom,Nykredit Realkredit A/S,1b,SDO,0.2742304138,-0.0001095839916587,Floater,0.0454,0.074,0.015,5,-0.0444,0.178,-0.2,0.0,0.0,,,,,,,,,,,8364369.759919497,33054.420380050375
18,7233792806718275584,Lost,INQUIRY,TRADED_AWAY,DK0009521841,SELL,97.658,40000.0,05/16/2023 16:51:06,3,LARS SKRIVER,SAXO BANK AS,SAX,0.0,4554,LANGFLEX,05/22/2023 02:00:00,NYKRE 1 07/01/24,,False,17a8f66eddfd0e9e93e6b2cca4df95a1,97.57,97.258,97.458,97.658,0.4,1.0,0.0020521660612776,1.0,80.0,97.533,3.27093907465836,-0.51916434590859,1.06349055297912,1.06349164585062,1.063879225355,38983.2,1.0,16243662793.0,-0.075,0.0,0.0218836482005713,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,0.0099166666666666,0.0135,0.004,6,-0.0881666666666666,0.197,-0.2,0.0,0.0,,,,,,,,,,,1361440.9752919993,27897.25676423587
19,7297154195788398676,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009299729,SELL,93.048,26000000.0,11/03/2023 09:45:31,3,MOGENS DAVIDSEN,DANSKE BANK AS,DCDUMMY,93.048,13993,LANGFLEX,11/07/2023 01:00:00,RDKRE 1 01/01/27,,False,b5954a0f0356f38b0b853a81f9140bc2,93.038,92.843,93.043,93.243,0.4,0.025,5.37385939834e-05,0.9979086901965832,1300.0,93.138,3.32745773246437,-0.0769702677167594,2.82205695767672,2.82206628629069,2.811745062084,24191180.0,1.0,40879371207.0,-0.095,0.0,0.113312949019928,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,-0.016625,-0.008,-0.0265,4,-0.16625,0.001,-0.316,0.0,0.0,,,,,,,,,,,485303.8226389998,4716.980110974833
20,7354374601963995136,Lost,INQUIRY,TRADED_AWAY,DK0009296543,SELL,96.451,155000.0,04/05/2024 15:30:04,5,,RINGKJOBING LANDBOBANK AS,RING,0.0,1985,LANGFLEX,04/09/2024 02:00:00,RDKRE 1 01/01/26,,False,37a498443d6f07e784d4eced3b50b6c6,96.438,96.24,96.44,96.64,0.4,0.055,0.0001140605557859,0.99804428807947,17.05,96.586,3.05155214533921,-0.302249524862551,1.62319375626652,1.62319633036688,1.618566294427,149482.0,1.0,45727457152.0,-0.146,0.0,0.0430475726204804,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,100.0,0.0,Fixed,0.00225,0.0145,-0.012,4,-0.1625,0.001,-0.351,71930602.63,146429506.56,,,,,,,,,,,3162111.5959410006,12940.782470488133
21,7286462789533040640,Won,LIMIT_ORDER,COMPLETED,DK0009393316,SELL,89.25,15000000.0,10/05/2023 15:17:31,4,LARS SKRIVER,DANSKE BANK AS,DCDUMMY,89.257,14372,LANGFLEX,10/09/2023 02:00:00,JYKRE 1 04/01/28,,False,00757b547e3aca6a1bcb206c433caea0,89.25,88.998,89.198,89.398,0.4,0.26,0.0005829727123926,0.9983444819794626,7800.0,88.968,3.71371390911028,0.0701596204260804,3.78325302963773,3.78797827967446,3.779310721707,13379700.0,1.0,5001891402.0,0.23,0.0,0.199470736723129,Bullet,BRFkredit,1b,SDO,,0.0,Fixed,0.0214,0.042,-0.005,5,0.14,0.5,-0.199,-82221087.52,-101221087.52,,,,,,,,,,,502963.0877819997,7150.343208613824
22,7284208528703094824,Lost,INQUIRY,COVER_TRADED_AWAY,DK0006350145,SELL,98.67,1019504.43,09/29/2023 13:29:58,3,LARS SKRIVER,SPAREKASSEN SJAELLAND FYN AS,SPSJ,98.67,28175,LANGFLEX,10/03/2023 02:00:00,DLRKRE 1 04/01/24,CARSTEN MAGAARD SKOEDEBERG,False,4389a03d556b33fff108f53c1f44a2a0,98.66,98.57,98.67,98.77,0.2,0.0,0.0,0.9989875468259592,0.0,98.75,3.57169658762959,-0.765471750963301,0.480600590949365,0.480600868729652,0.476531575882,1005945.021081,1.0,1648979331.0,-0.08,0.0,0.0069686945550984,Bullet,DLR,,SDO,,0.0,Fixed,-0.0106,0.0015,-0.021,5,0.108,0.301,-0.162,50603458.37,50603458.37,,,,,,,,,,,756319.1919094997,10968.784685900053
23,7314234864112762880,Lost,INQUIRY,TRADED_AWAY,DK0009515363,BUY,93.6,7231000.0,12/19/2023 10:27:25,4,LARS SKRIVER,CARNEGIE INVESTMENT BANK AB,CBA,0.0,11016,LANGFLEX,12/21/2023 01:00:00,NYKRE 1 01/01/28,MALTE KILDAHL PETERSEN,False,ea928b4e45865b924ebe2463e92244c0,93.63,93.415,93.615,93.815,0.4,0.075,0.0001602307322544,1.0019804099983942,1084.65,93.507,2.72166836105636,-0.0190606878768135,3.62247084957161,3.62248796943234,3.614354746797,6769300.65,1.0,17535720642.0,0.108,0.0,0.176861263838646,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,0.0099,0.03,-0.0005,5,-0.0054,0.264,-0.292,68299587.28,69299587.28,,,,,,,,,,,1225935.6155985,12103.955370402717
24,7246715358289592320,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009502114,BUY,98.7,800000.0,06/20/2023 12:38:36,2,MOGENS DAVIDSEN,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,98.7,16099,KORTMM,06/22/2023 02:00:00,NYKRE 1 01/01/24,MADS LYBECKER,False,da18951895f663baa03dd8e69046d477,98.705,98.59,98.69,98.79,0.2,-0.1,-0.0001013273887931,1.0011157318186428,-80.0,98.77,3.36571381010868,-0.681761869319119,0.513002074656299,0.513002382792322,0.510284666753,789520.0,1.0,30815561266.0,-0.08,0.0,0.0076156872395927,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,0.0170833333333333,0.0295,-0.0065,6,0.1205,0.367,0.0,0.0,0.0,,,,,,,,,,,8345728.096549499,-411.4432368506108
25,7359141650590334985,Lost,INQUIRY,TRADED_AWAY,DK0009542334,BUY,92.086,10000.0,04/18/2024 11:48:25,3,LARS SKRIVER,CARNEGIE INVESTMENT BANK AB,CBA,0.0,12601,LANGFLEX,04/22/2024 02:00:00,NYKRE 1 07/01/28,MALTE KILDAHL PETERSEN,False,76fe90deb8b7a85c5d1949a2825ccc2f,92.114,91.963,92.163,92.363,0.4,0.385,0.0008354762757288,1.0013374944271063,7.7,91.954,3.07076022853041,0.0045326740076609,3.69375917489663,3.69377757190101,3.685529275306,9216.3,1.0,12126017702.0,0.209,0.0,0.185605778061415,Bullet,Nykredit Realkredit A/S,1b,SDO,,0.0,Fixed,-0.0203,0.0,-0.036,5,0.0038,0.257,-0.289,-432075.02,-15432075.02,,,,,,,,,,,2722645.0818409994,4663.775295439021
26,7233319209264480256,Won,LIMIT_ORDER,COMPLETED,DK0009295149,BUY,97.982,10000000.0,05/15/2023 10:13:37,2,LARS SKRIVER,DANSKE BANK AS,DCDUMMY,97.963,14037,LANGFLEX,05/15/2023 02:00:00,RDKRE 1 04/01/24,,False,c0019e2fe6e3ff20d82f415d09bc3c5a,97.982,97.878,97.978,98.078,0.2,-0.04,-4.08254914368e-05,1.0010625472527024,-400.0,98.012,3.33553057180969,-0.482745525756995,0.837953872836294,0.837954575516662,0.832909820094,9797800.0,1.0,37625796181.0,-0.034,0.0,0.0152657046911031,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1453655.6915919988,28044.54331752521
27,7354282264462098432,Lost,INQUIRY,TRADED_AWAY,DK0009295222,SELL,97.785,910731.9,04/05/2024 09:31:32,6,LARS SKRIVER,RINGKJOBING LANDBOBANK AS,RING,0.0,13200,KORTMM,04/08/2024 02:00:00,RDKRE 1 04/01/25,,False,87def73dbe04ba5e9eb2363aa3f54421,97.768,97.567,97.767,97.967,0.4,0.09,0.0001841112031667,0.9981422315677728,163.931742,97.812,3.30344028871008,-0.380879112967814,0.92886466487343,0.928865512856732,0.92886513208,890395.256673,1.0,21488715218.0,-0.045,0.0,0.0178107710013364,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,100.0,0.0,Fixed,0.0107,0.016,0.007,5,-0.1158,0.146,-0.326,129208168.97,1200371803.97,,,,,,,,,,,12795121.579970496,40614.8004822774
28,7346118343383580737,Lost,INQUIRY,TRADED_AWAY,DK0009295222,SELL,97.74,100000.0,03/14/2024 08:31:32,2,LARS SKRIVER,SAXO BANK AS,SAX,0.0,12965,KORTMM,03/18/2024 01:00:00,RDKRE 1 04/01/25,,False,417f61cea82c4b54ecad4543d5857b09,97.611,97.402,97.602,97.802,0.4,0.69,0.0014139054527571,0.9993660661336168,138.0,97.652,3.3192891462521,-0.387276886045378,0.989199745513503,0.989200698563341,0.989041907036,97602.0,1.0,21540860596.0,-0.05,0.0,0.0195899004268085,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,100.0,0.0,Fixed,-0.011125,-0.004,-0.0235,4,-0.14375,0.147,-0.322,456489263.63,1469303206.63,,,,,,,,,,,15038420.7695915,66031.82600829435
29,7319877123994812470,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009295305,BUY,96.25,9700000.0,01/03/2024 15:21:57,2,LARS SKRIVER,NORDEA INVESTMENT MANAGEMENT AB,NIMDUMMY,96.25,10719,LANGFLEX,01/05/2024 01:00:00,RDKRE 1 04/01/26,MADS LYBECKER,False,5f6cecd32bf4a2952f9e894307ab37c1,96.265,96.074,96.274,96.474,0.4,0.12,0.000249288489104,1.0018319212273872,2328.0,96.3,2.72359796396653,-0.167329399291938,2.0889344573348,2.08893893186769,2.095718742135,9338578.0,1.0,23117610969.0,-0.026,0.0,0.0657535029262135,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,0.0061,0.0165,-0.0065,5,-0.093,0.173,-0.339,178007568.95,178007568.95,,,,,,,,,,,42346.51624650025,2495.0773849716575
30,7341379486920212517,Lost,INQUIRY,COVER_TRADED_AWAY,DK0006358635,SELL,100.628,20000000.0,03/01/2024 14:02:11,4,KASPER SCHONBECK,"NYKREDIT REALKREDIT A/S, FINANS",NYK2,100.628,17530,KORTMM,03/05/2024 01:00:00,DLRKRE Float 07/01/26 IO,,False,b85f619f84182957ed8c67750a20ca02,100.593,100.33,100.63,100.93,0.6,-0.0066666666666666,-1.98747888303e-05,0.9970078272069752,-400.0,100.609,3.20618726977764,-0.108901522408168,2.18289173115238,0.303965367604135,1.155657083712,20126000.0,4.2,4008024225.0,0.021,2.18289260713931,0.0079176114056167,Custom,DLR,1b,SDO,0.6278141858,-0.0002729237331635,Floater,-0.0239,-0.004,-0.058,5,-0.167,0.065,-0.4,357102087.34,357102087.34,,,,,,,,,,,14118887.555181503,58320.89166255979
31,7283859652804608001,Lost,INQUIRY,COVER_TRADED_AWAY,DK0009296469,SELL,96.64,30000000.0,09/28/2023 14:55:58,3,LARS SKRIVER,DANSKE BANK AS,DCDUMMY,96.64,14700,LANGFLEX,10/02/2023 02:00:00,RDKRE 1 01/01/25,,False,c938c6ccbffa52f18230effc44a9d799,96.622,96.436,96.636,96.836,0.4,0.02,4.13924417401e-05,0.9979759593539592,1200.0,96.624,3.79689686068476,-0.354582687930024,1.17539588982396,1.17539721778954,1.173649642762,28990800.0,1.0,34845355512.0,0.012,0.0,0.025606649967358,Bullet,RD (Kreditforeningen Danmark),1b,SDRO,,0.0,Fixed,0.0031,0.0105,-0.004,5,-0.1162,0.171,-0.353,432465420.34,692265420.34,,,,,,,,,,,842572.7480194994,12927.16034232444
